IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
144.24.189.21,8443,443,true,FRA,Europe,Frankfurt,333,2.85
158.101.159.181,2087,2087,true,NRT,Asia Pacific,Tokyo,288,2.85
151.145.71.127,8080,8080,false,NRT,Asia Pacific,Tokyo,336,2.84
132.145.123.112,2052,2052,false,NRT,Asia Pacific,Tokyo,101,2.84
140.238.40.136,2087,2087,true,NRT,Asia Pacific,Tokyo,100,2.84
158.179.188.7,2082,2082,false,NRT,Asia Pacific,Tokyo,120,2.84
140.238.54.184,2083,2083,true,NRT,Asia Pacific,Tokyo,95,2.84
168.138.214.62,2083,2083,true,NRT,Asia Pacific,Tokyo,126,2.83
138.2.15.8,8080,8080,false,NRT,Asia Pacific,Tokyo,105,2.82
150.230.222.185,2087,2087,true,NRT,Asia Pacific,Tokyo,321,2.82
158.101.95.113,2083,2083,true,NRT,Asia Pacific,Tokyo,123,2.82
158.179.184.166,8880,8880,false,NRT,Asia Pacific,Tokyo,125,2.82
132.145.125.86,8880,8880,false,NRT,Asia Pacific,Tokyo,86,2.81
158.179.189.235,8880,8880,false,NRT,Asia Pacific,Tokyo,122,2.81
141.148.229.106,443,443,true,AMS,Europe,Amsterdam,286,2.81
150.230.101.125,2087,2087,true,NRT,Asia Pacific,Tokyo,331,2.80
158.101.152.221,8443,8443,true,NRT,Asia Pacific,Tokyo,353,2.80
168.138.205.38,8443,8443,true,NRT,Asia Pacific,Tokyo,134,2.79
158.101.140.252,2082,2082,false,NRT,Asia Pacific,Tokyo,97,2.79
155.248.169.71,8443,8443,true,NRT,Asia Pacific,Tokyo,112,2.79
158.179.178.145,2096,2096,true,NRT,Asia Pacific,Tokyo,112,2.79
150.230.207.53,8080,8080,false,NRT,Asia Pacific,Tokyo,112,2.78
151.145.70.243,443,443,true,NRT,Asia Pacific,Tokyo,313,2.78
152.70.99.187,2052,2052,false,NRT,Asia Pacific,Tokyo,112,2.78
168.138.196.164,8080,8080,false,HKG,Asia Pacific,Hong Kong,219,2.78
140.238.33.94,2086,2086,false,NRT,Asia Pacific,Tokyo,288,2.78
132.145.126.21,8880,8880,false,NRT,Asia Pacific,Tokyo,281,2.77
158.179.191.14,8880,8880,false,NRT,Asia Pacific,Tokyo,346,2.77
141.147.178.135,2095,2095,false,HKG,Asia Pacific,Hong Kong,134,2.76
168.138.208.17,2082,2082,false,NRT,Asia Pacific,Tokyo,111,2.75
141.147.74.77,443,443,true,FRA,Europe,Frankfurt,273,2.75
138.2.6.252,2052,2052,false,NRT,Asia Pacific,Tokyo,269,2.74
132.145.126.204,2082,2082,false,NRT,Asia Pacific,Tokyo,330,2.74
138.3.212.162,2083,2083,true,NRT,Asia Pacific,Tokyo,247,2.74
158.180.231.216,443,443,true,MRS,Europe,Marseille,321,2.73
151.145.74.199,2095,2095,false,NRT,Asia Pacific,Tokyo,319,2.73
138.2.6.15,8443,8443,true,NRT,Asia Pacific,Tokyo,78,2.73
150.230.99.173,8880,8880,false,NRT,Asia Pacific,Tokyo,337,2.73
140.238.54.149,8080,8080,false,NRT,Asia Pacific,Tokyo,78,2.72
150.230.219.83,8080,8080,false,NRT,Asia Pacific,Tokyo,286,2.72
141.147.166.189,8443,8443,true,NRT,Asia Pacific,Tokyo,121,2.72
158.101.154.70,8443,8443,true,NRT,Asia Pacific,Tokyo,104,2.72
150.230.105.53,2096,2096,true,NRT,Asia Pacific,Tokyo,101,2.72
158.101.65.24,2096,2096,true,NRT,Asia Pacific,Tokyo,106,2.72
151.145.65.203,2082,2082,false,NRT,Asia Pacific,Tokyo,332,2.72
132.145.114.14,8880,8880,false,NRT,Asia Pacific,Tokyo,79,2.71
138.3.214.43,80,80,false,NRT,Asia Pacific,Tokyo,71,2.70
141.147.89.211,443,443,true,FRA,Europe,Frankfurt,276,2.69
155.248.163.133,2083,2083,true,NRT,Asia Pacific,Tokyo,391,2.69
155.248.174.71,8443,8443,true,NRT,Asia Pacific,Tokyo,108,2.69
141.147.164.54,2083,2083,true,NRT,Asia Pacific,Tokyo,354,2.68
130.162.177.148,443,443,true,FRA,Europe,Frankfurt,340,2.68
168.138.208.164,2096,2096,true,NRT,Asia Pacific,Tokyo,319,2.68
131.186.58.151,2082,2082,false,NRT,Asia Pacific,Tokyo,86,2.68
140.238.54.166,80,80,false,NRT,Asia Pacific,Tokyo,102,2.68
141.147.164.123,2083,2083,true,NRT,Asia Pacific,Tokyo,230,2.68
138.2.24.114,2087,2087,true,NRT,Asia Pacific,Tokyo,324,2.67
140.238.61.224,2096,2096,true,NRT,Asia Pacific,Tokyo,109,2.67
141.147.182.70,2083,2083,true,NRT,Asia Pacific,Tokyo,502,2.67
140.238.32.238,2052,2052,false,NRT,Asia Pacific,Tokyo,101,2.67
150.230.201.39,80,80,false,NRT,Asia Pacific,Tokyo,104,2.67
138.3.208.9,2096,2096,true,NRT,Asia Pacific,Tokyo,166,2.66
158.101.88.214,2052,2052,false,NRT,Asia Pacific,Tokyo,294,2.66
151.145.70.28,8880,8880,false,NRT,Asia Pacific,Tokyo,100,2.66
132.145.126.21,2087,2087,true,NRT,Asia Pacific,Tokyo,80,2.65
140.238.33.94,2087,2087,true,NRT,Asia Pacific,Tokyo,97,2.65
132.145.54.84,8443,443,true,LHR,Europe,London,331,2.65
138.2.8.40,2082,2082,false,NRT,Asia Pacific,Tokyo,80,2.65
150.230.108.135,2096,2096,true,NRT,Asia Pacific,Tokyo,104,2.65
158.179.178.145,8080,8080,false,NRT,Asia Pacific,Tokyo,120,2.65
131.186.37.191,2096,2096,true,NRT,Asia Pacific,Tokyo,96,2.64
158.101.133.129,2087,2087,true,NRT,Asia Pacific,Tokyo,162,2.64
151.145.71.127,2083,2083,true,NRT,Asia Pacific,Tokyo,325,2.64
141.147.175.230,8443,8443,true,NRT,Asia Pacific,Tokyo,125,2.63
138.2.10.251,2087,2087,true,NRT,Asia Pacific,Tokyo,70,2.63
132.145.121.123,2082,2082,false,NRT,Asia Pacific,Tokyo,83,2.63
131.186.41.255,2082,2082,false,NRT,Asia Pacific,Tokyo,96,2.63
158.101.90.190,2053,2053,true,NRT,Asia Pacific,Tokyo,126,2.62
140.238.54.182,2096,2096,true,NRT,Asia Pacific,Tokyo,209,2.62
138.3.217.39,2052,2052,false,NRT,Asia Pacific,Tokyo,330,2.62
138.3.210.114,8443,8443,true,NRT,Asia Pacific,Tokyo,192,2.62
150.230.106.21,80,80,false,NRT,Asia Pacific,Tokyo,116,2.61
141.147.181.148,2095,2095,false,NRT,Asia Pacific,Tokyo,260,2.61
140.238.59.255,2083,2083,true,NRT,Asia Pacific,Tokyo,106,2.61
140.238.33.94,2083,2083,true,NRT,Asia Pacific,Tokyo,128,2.61
141.147.164.54,2052,2052,false,NRT,Asia Pacific,Tokyo,81,2.61
164.152.17.14,443,443,true,ORD,North America,Chicago,202,2.61
168.138.198.202,2096,2096,true,NRT,Asia Pacific,Tokyo,356,2.60
158.179.186.123,8443,8443,true,HKG,Asia Pacific,Hong Kong,226,2.60
132.145.127.21,2086,2086,false,NRT,Asia Pacific,Tokyo,90,2.59
131.186.63.127,8443,8443,true,NRT,Asia Pacific,Tokyo,294,2.59
155.248.167.70,2082,2082,false,NRT,Asia Pacific,Tokyo,100,2.59
158.179.176.239,2083,2083,true,NRT,Asia Pacific,Tokyo,335,2.59
131.186.40.31,2086,2086,false,HKG,Asia Pacific,Hong Kong,169,2.58
141.147.181.242,80,80,false,NRT,Asia Pacific,Tokyo,290,2.58
130.162.178.235,443,443,true,FRA,Europe,Frankfurt,362,2.58
168.138.213.210,2052,2052,false,NRT,Asia Pacific,Tokyo,107,2.58
141.147.160.86,2083,2083,true,NRT,Asia Pacific,Tokyo,514,2.58
150.230.107.94,2053,2053,true,NRT,Asia Pacific,Tokyo,340,2.57
168.138.208.164,2086,2086,false,NRT,Asia Pacific,Tokyo,116,2.57
141.147.181.148,2096,2096,true,NRT,Asia Pacific,Tokyo,130,2.57
141.147.168.13,2096,2096,true,NRT,Asia Pacific,Tokyo,303,2.57
131.186.63.35,8880,8880,false,NRT,Asia Pacific,Tokyo,89,2.57
158.101.159.212,8443,8443,true,NRT,Asia Pacific,Tokyo,111,2.57
131.186.46.75,2082,2082,false,NRT,Asia Pacific,Tokyo,284,2.56
151.145.65.8,2096,2096,true,NRT,Asia Pacific,Tokyo,337,2.56
140.238.58.42,2087,2087,true,NRT,Asia Pacific,Tokyo,327,2.56
155.248.166.141,2087,2087,true,NRT,Asia Pacific,Tokyo,152,2.56
151.145.75.28,8443,8443,true,NRT,Asia Pacific,Tokyo,356,2.55
168.138.212.74,2095,2095,false,NRT,Asia Pacific,Tokyo,112,2.54
168.138.192.185,80,80,false,NRT,Asia Pacific,Tokyo,331,2.54
140.238.50.32,2083,2083,true,NRT,Asia Pacific,Tokyo,315,2.54
158.179.180.233,2083,2083,true,NRT,Asia Pacific,Tokyo,115,2.53
131.186.44.38,2087,2087,true,NRT,Asia Pacific,Tokyo,118,2.53
141.147.167.44,8443,8443,true,NRT,Asia Pacific,Tokyo,90,2.53
131.186.61.45,2095,2095,false,NRT,Asia Pacific,Tokyo,87,2.53
132.145.120.182,2053,2053,true,NRT,Asia Pacific,Tokyo,304,2.52
141.147.189.23,2053,2053,true,NRT,Asia Pacific,Tokyo,392,2.52
138.2.29.250,8880,8880,false,NRT,Asia Pacific,Tokyo,297,2.52
141.147.169.131,80,80,false,NRT,Asia Pacific,Tokyo,335,2.52
132.145.125.86,2087,2087,true,NRT,Asia Pacific,Tokyo,82,2.52
140.238.51.184,2083,2083,true,NRT,Asia Pacific,Tokyo,85,2.51
151.145.66.219,8443,8443,true,NRT,Asia Pacific,Tokyo,319,2.51
141.147.164.153,2086,2086,false,NRT,Asia Pacific,Tokyo,83,2.51
132.145.113.148,8443,8443,true,NRT,Asia Pacific,Tokyo,370,2.51
152.70.99.187,8880,8880,false,NRT,Asia Pacific,Tokyo,91,2.51
158.101.68.48,2087,2087,true,NRT,Asia Pacific,Tokyo,101,2.50
168.138.211.131,8443,8443,true,NRT,Asia Pacific,Tokyo,107,2.50
140.238.35.78,2086,2086,false,NRT,Asia Pacific,Tokyo,301,2.50
158.101.155.246,2086,2086,false,NRT,Asia Pacific,Tokyo,105,2.50
129.151.152.254,443,443,true,AMS,Europe,Amsterdam,82,2.50
138.2.25.122,2087,2087,true,NRT,Asia Pacific,Tokyo,84,2.49
141.147.166.95,8080,8080,false,NRT,Asia Pacific,Tokyo,103,2.49
141.147.186.101,2052,2052,false,NRT,Asia Pacific,Tokyo,305,2.48
138.2.20.230,80,80,false,NRT,Asia Pacific,Tokyo,79,2.48
158.101.144.189,80,80,false,NRT,Asia Pacific,Tokyo,91,2.48
158.179.191.14,2082,2082,false,NRT,Asia Pacific,Tokyo,360,2.48
89.168.118.76,443,443,true,FRA,Europe,Frankfurt,318,2.48
132.145.117.216,80,80,false,NRT,Asia Pacific,Tokyo,82,2.47
138.3.214.43,8080,8080,false,NRT,Asia Pacific,Tokyo,76,2.47
158.179.188.95,2052,2052,false,NRT,Asia Pacific,Tokyo,363,2.47
132.145.115.17,2082,2082,false,NRT,Asia Pacific,Tokyo,99,2.47
141.147.185.149,8880,8880,false,NRT,Asia Pacific,Tokyo,87,2.47
138.3.254.39,443,443,true,FRA,Europe,Frankfurt,321,2.47
138.2.6.252,2095,2095,false,NRT,Asia Pacific,Tokyo,73,2.46
155.248.176.98,80,80,false,NRT,Asia Pacific,Tokyo,326,2.46
141.147.178.135,8443,8443,true,HKG,Asia Pacific,Hong Kong,256,2.46
150.230.220.232,80,80,false,NRT,Asia Pacific,Tokyo,314,2.46
138.3.222.204,80,80,false,NRT,Asia Pacific,Tokyo,74,2.45
150.230.105.228,2052,2052,false,HKG,Asia Pacific,Hong Kong,199,2.45
168.138.211.217,80,80,false,NRT,Asia Pacific,Tokyo,123,2.45
168.138.202.145,2087,2087,true,NRT,Asia Pacific,Tokyo,91,2.45
158.179.188.175,2087,2087,true,NRT,Asia Pacific,Tokyo,111,2.44
146.56.132.247,443,443,true,NRT,Asia Pacific,Tokyo,97,2.44
151.145.71.127,2052,2052,false,NRT,Asia Pacific,Tokyo,333,2.44
168.138.208.17,8880,8880,false,NRT,Asia Pacific,Tokyo,103,2.43
141.147.174.7,8443,8443,true,NRT,Asia Pacific,Tokyo,383,2.43
158.101.150.74,2052,2052,false,NRT,Asia Pacific,Tokyo,97,2.43
152.70.106.13,2083,2083,true,NRT,Asia Pacific,Tokyo,133,2.43
158.179.178.145,8443,8443,true,NRT,Asia Pacific,Tokyo,109,2.43
140.238.54.166,8443,8443,true,NRT,Asia Pacific,Tokyo,337,2.42
138.3.222.204,8880,8880,false,NRT,Asia Pacific,Tokyo,293,2.42
158.179.180.109,8080,8080,false,NRT,Asia Pacific,Tokyo,118,2.42
158.101.148.221,8443,8443,true,HKG,Asia Pacific,Hong Kong,201,2.42
158.179.189.235,8080,8080,false,NRT,Asia Pacific,Tokyo,340,2.42
168.138.214.62,2082,2082,false,NRT,Asia Pacific,Tokyo,103,2.42
138.2.6.252,8443,8443,true,NRT,Asia Pacific,Tokyo,319,2.41
158.179.186.234,2096,2096,true,NRT,Asia Pacific,Tokyo,112,2.41
158.101.140.255,8880,8880,false,NRT,Asia Pacific,Tokyo,118,2.41
131.186.46.75,2095,2095,false,NRT,Asia Pacific,Tokyo,281,2.41
150.230.212.87,2096,2096,true,NRT,Asia Pacific,Tokyo,319,2.41
158.101.146.160,8443,8443,true,NRT,Asia Pacific,Tokyo,109,2.41
151.145.75.28,8080,8080,false,NRT,Asia Pacific,Tokyo,330,2.40
141.147.167.40,2082,2082,false,NRT,Asia Pacific,Tokyo,95,2.40
158.179.189.106,2096,2096,true,NRT,Asia Pacific,Tokyo,110,2.40
141.147.182.76,2083,2083,true,NRT,Asia Pacific,Tokyo,317,2.40
141.147.189.242,2096,2096,true,NRT,Asia Pacific,Tokyo,291,2.40
132.145.121.175,2052,2052,false,NRT,Asia Pacific,Tokyo,263,2.40
140.238.32.184,2052,2052,false,NRT,Asia Pacific,Tokyo,281,2.39
138.2.31.251,2095,2095,false,NRT,Asia Pacific,Tokyo,77,2.39
131.186.40.31,2096,2096,true,HKG,Asia Pacific,Hong Kong,175,2.38
168.138.198.202,8880,8880,false,NRT,Asia Pacific,Tokyo,113,2.38
150.230.204.117,2086,2086,false,NRT,Asia Pacific,Tokyo,115,2.38
168.138.205.195,2086,2086,false,NRT,Asia Pacific,Tokyo,103,2.38
158.101.140.252,2053,2053,true,NRT,Asia Pacific,Tokyo,136,2.38
158.101.150.126,2096,2096,true,NRT,Asia Pacific,Tokyo,124,2.38
141.147.191.132,2083,2083,true,NRT,Asia Pacific,Tokyo,114,2.38
144.24.178.122,443,443,true,FRA,Europe,Frankfurt,320,2.38
140.238.52.81,2083,2083,true,NRT,Asia Pacific,Tokyo,77,2.37
131.186.41.255,2053,2053,true,NRT,Asia Pacific,Tokyo,110,2.37
140.238.48.97,2083,2083,true,NRT,Asia Pacific,Tokyo,108,2.37
158.179.188.7,2086,2086,false,NRT,Asia Pacific,Tokyo,111,2.37
140.238.41.167,2095,2095,false,NRT,Asia Pacific,Tokyo,83,2.36
158.179.182.19,2087,2087,true,NRT,Asia Pacific,Tokyo,325,2.36
150.230.20.156,8443,443,true,AMS,Europe,Amsterdam,357,2.36
168.138.198.202,2052,2052,false,NRT,Asia Pacific,Tokyo,313,2.36
158.101.155.158,8080,8080,false,NRT,Asia Pacific,Tokyo,116,2.36
158.101.146.203,2083,2083,true,NRT,Asia Pacific,Tokyo,119,2.35
168.138.208.164,2087,2087,true,NRT,Asia Pacific,Tokyo,108,2.35
158.179.182.19,2096,2096,true,NRT,Asia Pacific,Tokyo,107,2.35
129.159.241.172,443,443,true,FRA,Europe,Frankfurt,312,2.34
152.70.103.145,2096,2096,true,NRT,Asia Pacific,Tokyo,275,2.34
131.186.45.88,80,80,false,NRT,Asia Pacific,Tokyo,86,2.33
168.138.207.64,2053,2053,true,NRT,Asia Pacific,Tokyo,110,2.33
138.3.222.204,2087,2087,true,NRT,Asia Pacific,Tokyo,95,2.33
158.101.158.251,2095,2095,false,NRT,Asia Pacific,Tokyo,97,2.33
158.101.145.246,80,80,false,NRT,Asia Pacific,Tokyo,292,2.33
138.2.29.102,2095,2095,false,NRT,Asia Pacific,Tokyo,271,2.33
150.230.107.197,8080,8080,false,NRT,Asia Pacific,Tokyo,105,2.33
158.101.148.221,8880,8880,false,HKG,Asia Pacific,Hong Kong,172,2.32
152.70.98.174,2087,2087,true,NRT,Asia Pacific,Tokyo,304,2.32
150.230.201.162,2052,2052,false,NRT,Asia Pacific,Tokyo,114,2.32
132.145.112.247,2052,2052,false,NRT,Asia Pacific,Tokyo,286,2.31
168.138.208.17,2052,2052,false,NRT,Asia Pacific,Tokyo,340,2.30
140.238.32.184,2096,2096,true,NRT,Asia Pacific,Tokyo,130,2.30
158.101.95.113,8080,8080,false,NRT,Asia Pacific,Tokyo,304,2.30
168.138.202.203,2053,2053,true,NRT,Asia Pacific,Tokyo,354,2.30
131.186.37.191,8080,8080,false,NRT,Asia Pacific,Tokyo,88,2.30
168.138.205.38,2053,2053,true,NRT,Asia Pacific,Tokyo,287,2.30
140.238.32.112,80,80,false,NRT,Asia Pacific,Tokyo,91,2.29
158.101.84.123,2082,2082,false,NRT,Asia Pacific,Tokyo,263,2.29
140.238.41.253,80,80,false,NRT,Asia Pacific,Tokyo,82,2.29
132.145.127.21,2053,2053,true,NRT,Asia Pacific,Tokyo,94,2.28
168.138.213.116,2052,2052,false,NRT,Asia Pacific,Tokyo,106,2.28
158.101.155.246,2052,2052,false,NRT,Asia Pacific,Tokyo,118,2.27
155.248.176.98,2052,2052,false,NRT,Asia Pacific,Tokyo,271,2.26
140.238.41.167,8880,8880,false,NRT,Asia Pacific,Tokyo,302,2.25
155.248.163.133,2095,2095,false,NRT,Asia Pacific,Tokyo,112,2.25
155.248.165.169,2082,2082,false,NRT,Asia Pacific,Tokyo,336,2.25
152.70.107.26,2095,2095,false,NRT,Asia Pacific,Tokyo,108,2.25
141.147.167.40,2053,2053,true,NRT,Asia Pacific,Tokyo,219,2.24
150.230.217.63,8880,8880,false,NRT,Asia Pacific,Tokyo,311,2.24
158.101.89.33,2052,2052,false,NRT,Asia Pacific,Tokyo,100,2.24
141.147.164.54,2096,2096,true,NRT,Asia Pacific,Tokyo,323,2.24
141.147.176.200,2083,2083,true,NRT,Asia Pacific,Tokyo,326,2.23
138.3.215.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,433,2.23
131.186.46.75,8080,8080,false,NRT,Asia Pacific,Tokyo,97,2.23
168.138.209.244,8443,8443,true,NRT,Asia Pacific,Tokyo,125,2.23
131.186.58.151,2087,2087,true,NRT,Asia Pacific,Tokyo,76,2.23
140.238.33.165,2083,2083,true,NRT,Asia Pacific,Tokyo,302,2.23
141.147.178.115,8080,8080,false,NRT,Asia Pacific,Tokyo,101,2.22
141.147.66.133,443,443,true,FRA,Europe,Frankfurt,273,2.22
150.230.101.125,8880,8880,false,NRT,Asia Pacific,Tokyo,105,2.22
158.101.144.34,2052,2052,false,NRT,Asia Pacific,Tokyo,94,2.22
141.147.181.148,2083,2083,true,NRT,Asia Pacific,Tokyo,328,2.21
131.186.47.223,2087,2087,true,NRT,Asia Pacific,Tokyo,290,2.21
141.147.191.132,2053,2053,true,NRT,Asia Pacific,Tokyo,303,2.20
150.230.219.168,2086,2086,false,NRT,Asia Pacific,Tokyo,304,2.20
168.138.212.175,8443,8443,true,NRT,Asia Pacific,Tokyo,389,2.20
141.147.182.76,80,80,false,NRT,Asia Pacific,Tokyo,85,2.20
141.147.164.123,2052,2052,false,NRT,Asia Pacific,Tokyo,80,2.19
138.2.21.31,2082,2082,false,NRT,Asia Pacific,Tokyo,75,2.19
132.145.127.51,2082,2082,false,NRT,Asia Pacific,Tokyo,234,2.19
151.145.68.166,8080,8080,false,NRT,Asia Pacific,Tokyo,114,2.19
168.138.70.29,443,443,true,YYZ,North America,Toronto,323,2.19
141.147.164.153,2095,2095,false,NRT,Asia Pacific,Tokyo,85,2.19
158.179.186.123,2086,2086,false,HKG,Asia Pacific,Hong Kong,428,2.19
158.179.188.159,2053,2053,true,NRT,Asia Pacific,Tokyo,121,2.19
150.230.108.135,8880,8880,false,NRT,Asia Pacific,Tokyo,320,2.19
158.101.94.15,2095,2095,false,NRT,Asia Pacific,Tokyo,91,2.19
138.2.18.11,2086,2086,false,NRT,Asia Pacific,Tokyo,70,2.19
141.147.174.190,8443,8443,true,NRT,Asia Pacific,Tokyo,135,2.19
158.101.149.81,2095,2095,false,NRT,Asia Pacific,Tokyo,107,2.18
138.3.220.201,443,443,true,SIN,Asia Pacific,Singapore,291,2.18
152.70.103.145,2052,2052,false,NRT,Asia Pacific,Tokyo,93,2.18
151.145.71.127,8880,8880,false,NRT,Asia Pacific,Tokyo,108,2.18
150.230.221.219,2082,2082,false,NRT,Asia Pacific,Tokyo,298,2.16
168.138.208.164,8080,8080,false,NRT,Asia Pacific,Tokyo,120,2.16
141.147.169.131,2096,2096,true,NRT,Asia Pacific,Tokyo,144,2.16
141.147.168.13,8080,8080,false,NRT,Asia Pacific,Tokyo,326,2.15
140.238.59.255,8443,8443,true,NRT,Asia Pacific,Tokyo,109,2.15
158.179.186.123,2082,2082,false,HKG,Asia Pacific,Hong Kong,392,2.15
150.230.212.9,2052,2052,false,NRT,Asia Pacific,Tokyo,262,2.15
168.138.196.237,2087,2087,true,NRT,Asia Pacific,Tokyo,122,2.15
168.138.205.195,2083,2083,true,NRT,Asia Pacific,Tokyo,331,2.15
150.230.109.138,8443,8443,true,NRT,Asia Pacific,Tokyo,282,2.15
158.101.137.96,8443,8443,true,NRT,Asia Pacific,Tokyo,134,2.14
158.101.81.4,2053,2053,true,NRT,Asia Pacific,Tokyo,102,2.14
141.147.167.44,2086,2086,false,NRT,Asia Pacific,Tokyo,266,2.14
158.179.186.123,80,80,false,HKG,Asia Pacific,Hong Kong,405,2.13
141.147.174.190,2096,2096,true,NRT,Asia Pacific,Tokyo,395,2.13
158.101.136.239,8080,8080,false,NRT,Asia Pacific,Tokyo,117,2.13
168.138.213.116,2083,2083,true,NRT,Asia Pacific,Tokyo,115,2.12
138.2.8.40,2086,2086,false,NRT,Asia Pacific,Tokyo,81,2.12
168.138.206.236,8880,8880,false,NRT,Asia Pacific,Tokyo,120,2.12
140.238.35.138,8443,8443,true,NRT,Asia Pacific,Tokyo,323,2.11
141.147.179.211,8880,8880,false,NRT,Asia Pacific,Tokyo,108,2.10
132.145.126.21,2095,2095,false,NRT,Asia Pacific,Tokyo,91,2.10
158.179.186.251,8080,8080,false,NRT,Asia Pacific,Tokyo,122,2.10
138.2.7.57,8880,8880,false,NRT,Asia Pacific,Tokyo,75,2.10
151.145.68.104,8080,8080,false,NRT,Asia Pacific,Tokyo,91,2.09
131.186.47.255,2082,2082,false,NRT,Asia Pacific,Tokyo,80,2.09
140.238.62.12,2087,2087,true,NRT,Asia Pacific,Tokyo,97,2.09
132.145.121.242,2053,2053,true,HKG,Asia Pacific,Hong Kong,160,2.09
158.101.137.74,80,80,false,NRT,Asia Pacific,Tokyo,87,2.09
150.230.221.114,2052,2052,false,NRT,Asia Pacific,Tokyo,301,2.08
141.147.175.230,80,80,false,NRT,Asia Pacific,Tokyo,71,2.08
131.186.36.248,8880,8880,false,NRT,Asia Pacific,Tokyo,95,2.07
158.101.157.173,2086,2086,false,NRT,Asia Pacific,Tokyo,110,2.07
141.147.167.40,8443,8443,true,NRT,Asia Pacific,Tokyo,90,2.07
158.179.188.7,2087,2087,true,NRT,Asia Pacific,Tokyo,113,2.07
168.138.217.146,2083,2083,true,NRT,Asia Pacific,Tokyo,110,2.07
140.238.58.42,2096,2096,true,NRT,Asia Pacific,Tokyo,86,2.07
138.2.12.32,80,80,false,NRT,Asia Pacific,Tokyo,261,2.07
132.145.121.125,2083,2083,true,NRT,Asia Pacific,Tokyo,263,2.06
150.230.208.83,8080,8080,false,NRT,Asia Pacific,Tokyo,328,2.06
132.145.114.14,2082,2082,false,NRT,Asia Pacific,Tokyo,299,2.06
155.248.160.116,2095,2095,false,NRT,Asia Pacific,Tokyo,89,2.06
138.3.212.162,8080,8080,false,NRT,Asia Pacific,Tokyo,75,2.06
155.248.176.28,2086,2086,false,NRT,Asia Pacific,Tokyo,90,2.05
151.145.74.56,2052,2052,false,NRT,Asia Pacific,Tokyo,326,2.05
150.230.101.13,8880,8880,false,NRT,Asia Pacific,Tokyo,109,2.05
168.138.211.217,8080,8080,false,NRT,Asia Pacific,Tokyo,111,2.05
158.179.180.233,2053,2053,true,NRT,Asia Pacific,Tokyo,108,2.05
131.186.59.232,80,80,false,HKG,Asia Pacific,Hong Kong,179,2.04
150.230.113.2,443,443,true,FRA,Europe,Frankfurt,305,2.04
138.3.214.43,8880,8880,false,NRT,Asia Pacific,Tokyo,73,2.03
138.3.223.50,2095,2095,false,NRT,Asia Pacific,Tokyo,98,2.03
151.145.65.8,2082,2082,false,NRT,Asia Pacific,Tokyo,308,2.03
140.238.62.12,2083,2083,true,NRT,Asia Pacific,Tokyo,94,2.03
150.230.196.73,2087,2087,true,NRT,Asia Pacific,Tokyo,109,2.02
158.101.158.251,2083,2083,true,NRT,Asia Pacific,Tokyo,105,2.02
158.101.155.158,2082,2082,false,NRT,Asia Pacific,Tokyo,113,2.02
138.3.216.67,2095,2095,false,NRT,Asia Pacific,Tokyo,249,2.02
158.101.150.74,2083,2083,true,NRT,Asia Pacific,Tokyo,331,2.02
141.147.186.210,8080,8080,false,NRT,Asia Pacific,Tokyo,92,2.02
158.101.154.70,8880,8880,false,NRT,Asia Pacific,Tokyo,116,2.02
168.138.194.121,2096,2096,true,NRT,Asia Pacific,Tokyo,380,2.02
131.186.59.232,8880,8880,false,HKG,Asia Pacific,Hong Kong,478,2.02
168.138.194.121,8443,8443,true,NRT,Asia Pacific,Tokyo,334,2.01
140.238.48.45,2052,2052,false,NRT,Asia Pacific,Tokyo,100,2.01
141.147.185.149,8080,8080,false,NRT,Asia Pacific,Tokyo,82,2.01
158.101.152.221,2087,2087,true,NRT,Asia Pacific,Tokyo,237,2.00
141.147.169.195,2095,2095,false,NRT,Asia Pacific,Tokyo,322,2.00
158.101.152.221,2096,2096,true,NRT,Asia Pacific,Tokyo,110,2.00
158.101.69.144,8880,8880,false,NRT,Asia Pacific,Tokyo,327,2.00
131.186.44.38,8080,8080,false,NRT,Asia Pacific,Tokyo,268,1.99
132.145.114.4,8443,8443,true,NRT,Asia Pacific,Tokyo,255,1.99
158.101.131.218,2095,2095,false,NRT,Asia Pacific,Tokyo,305,1.99
168.138.200.159,2086,2086,false,NRT,Asia Pacific,Tokyo,119,1.99
140.238.53.190,2087,2087,true,NRT,Asia Pacific,Tokyo,103,1.99
158.101.95.113,2086,2086,false,NRT,Asia Pacific,Tokyo,102,1.98
141.147.162.204,8080,8080,false,NRT,Asia Pacific,Tokyo,304,1.98
168.138.196.164,2086,2086,false,HKG,Asia Pacific,Hong Kong,235,1.97
141.147.168.159,2082,2082,false,NRT,Asia Pacific,Tokyo,90,1.97
138.2.13.133,2082,2082,false,NRT,Asia Pacific,Tokyo,75,1.97
138.2.13.200,2052,2052,false,NRT,Asia Pacific,Tokyo,343,1.96
138.3.215.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,338,1.96
158.101.89.33,2053,2053,true,NRT,Asia Pacific,Tokyo,356,1.96
131.186.59.94,8880,8880,false,NRT,Asia Pacific,Tokyo,290,1.96
155.248.176.68,8443,8443,true,NRT,Asia Pacific,Tokyo,105,1.96
155.248.166.141,8880,8880,false,NRT,Asia Pacific,Tokyo,96,1.96
